n,attention_ms,fft_ms
128,2.3914084071293473,0.23663341999053955
256,2.8307250002399087,0.47172498889267445
512,4.1771415853872895,0.9576749987900257
1024,9.580133389681578,1.9197418121621013
2048,29.348533414304256,3.8839083863422275
4096,106.21121658477932,9.499075007624924
